content,label,filtered,cleaned,content_tokens,normalisasi
semoga pinjeman sy dpt di verifikasi dan untuk indodana semoga sukses,0,semoga pinjeman sy dpt di verifikasi dan untuk indodana semoga sukses,moga pinjeman sy dpt verifikasi untuk indodana moga sukses,"['moga', 'pinjeman', 'sy', 'dpt', 'verifikasi', 'untuk', 'indodana', 'moga', 'sukses']","['semoga', 'pinjeman', 'saya', 'dapat', 'verifikasi', 'untuk', 'indodana', 'semoga', 'sukses']"
semoga pengajuan di setujui,0,semoga pengajuan di setujui,moga aju tuju,"['moga', 'aju', 'tuju']","['semoga', 'aju', 'tuju']"
klau d acc bru tambh lg,0,klau d acc bru tambh lg,klau acc bru tambh,"['klau', 'acc', 'bru', 'tambh']","['kalau', 'terima', 'baru', 'tambh']"
3 bintang dulu kalo bagus nanti d tambahin trima ksihh,0,bintang dulu kalo bagus nanti d tambahin trima ksihh,bintang dulu kalo bagus nanti tambahin trima ksihh,"['bintang', 'dulu', 'kalo', 'bagus', 'nanti', 'tambahin', 'trima', 'ksihh']","['bintang', 'dulu', 'kalau', 'bagus', 'nanti', 'tambahin', 'trima', 'ksihh']"
kalo di terima kasih 5,0,kalo di terima kasih,kalo terima kasih,"['kalo', 'terima', 'kasih']","['kalau', 'terima', 'kasih']"
kalau d acc bru q tambah,0,kalau d acc bru q tambah,kalau acc bru q tambah,"['kalau', 'acc', 'bru', 'q', 'tambah']","['kalau', 'terima', 'baru', 'q', 'tambah']"
saya beri 3 bintang dulu nya,0,saya beri bintang dulu nya,saya beri bintang dulu,"['saya', 'beri', 'bintang', 'dulu']","['aku', 'beri', 'bintang', 'dulu']"
nyoba dulu kalau diacc baru tak kasih bintang 5,0,nyoba dulu kalau diacc baru tak kasih bintang,nyoba dulu kalau diacc baru tak kasih bintang,"['nyoba', 'dulu', 'kalau', 'diacc', 'baru', 'tak', 'kasih', 'bintang']","['coba', 'dulu', 'kalau', 'terima', 'baru', 'tidak', 'kasih', 'bintang']"
jika saya di acc berarti apk ini benar benar amanah,0,jika saya di acc berarti apk ini benar benar amanah,jika saya acc arti apk benar benar amanah,"['jika', 'saya', 'acc', 'arti', 'apk', 'benar', 'benar', 'amanah']","['jika', 'aku', 'terima', 'arti', 'aplikasi', 'benar', 'benar', 'amanah']"
klo bisa saya kasih semua,0,klo bisa saya kasih semua,klo bisa saya kasih semua,"['klo', 'bisa', 'saya', 'kasih', 'semua']","['kalau', 'bisa', 'aku', 'kasih', 'semua']"
kasih 3 dulu kalo bagus akan saya tambah jadi 5,0,kasih dulu kalo bagus akan saya tambah jadi,kasih dulu kalo bagus akan saya tambah jadi,"['kasih', 'dulu', 'kalo', 'bagus', 'akan', 'saya', 'tambah', 'jadi']","['kasih', 'dulu', 'kalau', 'bagus', 'akan', 'aku', 'tambah', 'jadi']"
aku kasih bintang satu dulu kalo data saya disetujui aku kasih lgi bintang,0,aku kasih bintang satu dulu kalo data saya disetujui aku kasih lgi bintang,aku kasih bintang satu dulu kalo data saya tuju aku kasih lgi bintang,"['aku', 'kasih', 'bintang', 'satu', 'dulu', 'kalo', 'data', 'saya', 'tuju', 'aku', 'kasih', 'lgi', 'bintang']","['aku', 'kasih', 'bintang', 'satu', 'dulu', 'kalau', 'data', 'aku', 'tuju', 'aku', 'kasih', 'lagi', 'bintang']"
"saya udah daftar mudah""n cair ã°å¸â¢â",0,saya udah daftar mudah n cair,saya udah daftar mudah n cair,"['saya', 'udah', 'daftar', 'mudah', 'n', 'cair']","['aku', 'sudah', 'daftar', 'mudah', 'dan', 'cair']"
semoga cepat cari lagu butuh dana,0,semoga cepat cari lagu butuh dana,moga cepat cari lagu butuh dana,"['moga', 'cepat', 'cari', 'lagu', 'butuh', 'dana']","['semoga', 'cepat', 'cari', 'lagu', 'butuh', 'dana']"
satu bintang aja dulu,0,satu bintang aja dulu,satu bintang dulu,"['satu', 'bintang', 'dulu']","['satu', 'bintang', 'dulu']"
4dulu,0,dulu,dulu,['dulu'],['dulu']
mudh2han di acc,0,mudh han di acc,mudh han acc,"['mudh', 'han', 'acc']","['mudh', 'han', 'terima']"
"semoga di acc, klo di acc saya bisa belanja di tokopedia, blibli, lazada, bukalapak dll. acc ya min ã°å¸â¢âã°å¸ëå ",0,semoga di acc klo di acc saya bisa belanja di tokopedia blibli lazada bukalapak dll acc ya min,moga acc klo acc saya bisa belanja tokopedia blibli lazada bukalapak acc min,"['moga', 'acc', 'klo', 'acc', 'saya', 'bisa', 'belanja', 'tokopedia', 'blibli', 'lazada', 'bukalapak', 'acc', 'min']","['semoga', 'terima', 'kalau', 'terima', 'aku', 'bisa', 'belanja', 'tokopedia', 'blibli', 'lazada', 'bukalapak', 'terima', 'admin']"
semoga di pengajuan berhasil,0,semoga di pengajuan berhasil,moga aju hasil,"['moga', 'aju', 'hasil']","['semoga', 'aju', 'hasil']"
saya beri 3 bintang dulu....,0,saya beri bintang dulu,saya beri bintang dulu,"['saya', 'beri', 'bintang', 'dulu']","['aku', 'beri', 'bintang', 'dulu']"
"bintang 3 dulu, kalau di acc dan cair saya ganti bintang 5+++",0,bintang dulu kalau di acc dan cair saya ganti bintang,bintang dulu kalau acc cair saya ganti bintang,"['bintang', 'dulu', 'kalau', 'acc', 'cair', 'saya', 'ganti', 'bintang']","['bintang', 'dulu', 'kalau', 'terima', 'cair', 'aku', 'ganti', 'bintang']"
klo di acc saya tambah lagi bintangnya,0,klo di acc saya tambah lagi bintangnya,klo acc saya tambah bintang,"['klo', 'acc', 'saya', 'tambah', 'bintang']","['kalau', 'terima', 'aku', 'tambah', 'bintang']"
semoga di acc ya,0,semoga di acc ya,moga acc,"['moga', 'acc']","['semoga', 'terima']"
krna masih baru mulai saya kasih bintang 1 duluã°å¸â¢â,0,krna masih baru mulai saya kasih bintang dulu,krna masih baru mulai saya kasih bintang dulu,"['krna', 'masih', 'baru', 'mulai', 'saya', 'kasih', 'bintang', 'dulu']","['karena', 'masih', 'baru', 'mulai', 'aku', 'kasih', 'bintang', 'dulu']"
mudahan acc,0,mudahan acc,mudah acc,"['mudah', 'acc']","['mudah', 'terima']"
blm d acc,0,blm d acc,blm acc,"['blm', 'acc']","['belum', 'terima']"
"4 dulu,kalau di acc baru tak kasih 5 bintang",0,dulu kalau di acc baru tak kasih bintang,dulu kalau acc baru tak kasih bintang,"['dulu', 'kalau', 'acc', 'baru', 'tak', 'kasih', 'bintang']","['dulu', 'kalau', 'terima', 'baru', 'tidak', 'kasih', 'bintang']"
. pengajuan ditolak terus ...tolong hapus data pribadi saya ..saya ga mau kalo data pribadi saya disalahgunakan....,0,pengajuan ditolak terus tolong hapus data pribadi saya saya ga mau kalo data pribadi saya disalahgunakan,aju tolak tolong hapus data pribadi saya saya ga kalo data pribadi saya disalahgunakan,"['aju', 'tolak', 'tolong', 'hapus', 'data', 'pribadi', 'saya', 'saya', 'ga', 'kalo', 'data', 'pribadi', 'saya', 'disalahgunakan']","['aju', 'tolak', 'tolong', 'hapus', 'data', 'pribadi', 'aku', 'aku', 'tidak', 'kalau', 'data', 'pribadi', 'aku', 'disalahgunakan']"
semoga cepet di acc,0,semoga cepet di acc,moga cepet acc,"['moga', 'cepet', 'acc']","['semoga', 'cepat', 'terima']"
coba dlu nanti klo sdh di acc baru kasih b 5,0,coba dlu nanti klo sdh di acc baru kasih b,coba dlu nanti klo sdh acc baru kasih,"['coba', 'dlu', 'nanti', 'klo', 'sdh', 'acc', 'baru', 'kasih']","['coba', 'dulu', 'nanti', 'kalau', 'sudah', 'terima', 'baru', 'kasih']"
kasih bintang 1 dulu kalo cair baru di tambahin bintang nya,0,kasih bintang dulu kalo cair baru di tambahin bintang nya,kasih bintang dulu kalo cair baru tambahin bintang,"['kasih', 'bintang', 'dulu', 'kalo', 'cair', 'baru', 'tambahin', 'bintang']","['kasih', 'bintang', 'dulu', 'kalau', 'cair', 'baru', 'tambahin', 'bintang']"
kasih 4 dulu klw udah di setujui baru 5,0,kasih dulu klw udah di setujui baru,kasih dulu klw udah tuju baru,"['kasih', 'dulu', 'klw', 'udah', 'tuju', 'baru']","['kasih', 'dulu', 'klw', 'sudah', 'tuju', 'baru']"
"selamat malam ibu/bapak,saya yang beratasa namakan sidik ,mohon kepada ibu/bapak untuk menghapus akun dan data data pribadi saya,dikarenakan proses pinjaman saya tidak dapat di proses.sekian dan terimakasih",0,selamat malam ibu bapak saya yang beratasa namakan sidik mohon kepada ibu bapak untuk menghapus akun dan data data pribadi saya dikarenakan proses pinjaman saya tidak dapat di proses sekian dan terimakasih,selamat malam ibu bapak saya beratasa nama sidik mohon kepada ibu bapak untuk hapus akun data data pribadi saya karena proses pinjam saya tidak dapat proses sekian terimakasih,"['selamat', 'malam', 'ibu', 'bapak', 'saya', 'beratasa', 'nama', 'sidik', 'mohon', 'kepada', 'ibu', 'bapak', 'untuk', 'hapus', 'akun', 'data', 'data', 'pribadi', 'saya', 'karena', 'proses', 'pinjam', 'saya', 'tidak', 'dapat', 'proses', 'sekian', 'terimakasih']","['selamat', 'malam', 'ibu', 'bapak', 'aku', 'beratasa', 'nama', 'sidik', 'mohon', 'kepada', 'ibu', 'bapak', 'untuk', 'hapus', 'akun', 'data', 'data', 'pribadi', 'aku', 'karena', 'proses', 'pinjam', 'aku', 'tidak', 'dapat', 'proses', 'sekian', 'terimakasih']"
semoga bisa bantu,0,semoga bisa bantu,moga bisa bantu,"['moga', 'bisa', 'bantu']","['semoga', 'bisa', 'bantu']"
mudah mudahan lolos,0,mudah mudahan lolos,mudah mudah lolos,"['mudah', 'mudah', 'lolos']","['mudah', 'mudah', 'lolos']"
klo diacc nnti saya kasih 5,0,klo diacc nnti saya kasih,klo diacc nnti saya kasih,"['klo', 'diacc', 'nnti', 'saya', 'kasih']","['kalau', 'terima', 'nanti', 'aku', 'kasih']"
semoga lah bisa buat biaya persanila,0,semoga lah bisa buat biaya persanila,moga bisa biaya persanila,"['moga', 'bisa', 'biaya', 'persanila']","['semoga', 'bisa', 'biaya', 'persanila']"
"tolong hapus data saya,takutnya disalah gunakan",0,tolong hapus data saya takutnya disalah gunakan,tolong hapus data saya takut salah guna,"['tolong', 'hapus', 'data', 'saya', 'takut', 'salah', 'guna']","['tolong', 'hapus', 'data', 'aku', 'takut', 'salah', 'guna']"
"sementara rate 4 dulu , kalo acc saja tambah bintangnya",0,sementara rate dulu kalo acc saja tambah bintangnya,sementara rate dulu kalo acc tambah bintang,"['sementara', 'rate', 'dulu', 'kalo', 'acc', 'tambah', 'bintang']","['sementara', 'rate', 'dulu', 'kalau', 'terima', 'tambah', 'bintang']"
kasih dlu 4 kalo d acc kasih 5,0,kasih dlu kalo d acc kasih,kasih dlu kalo acc kasih,"['kasih', 'dlu', 'kalo', 'acc', 'kasih']","['kasih', 'dulu', 'kalau', 'terima', 'kasih']"
minta tolong di acc kawan,0,minta tolong di acc kawan,minta tolong acc kawan,"['minta', 'tolong', 'acc', 'kawan']","['minta', 'tolong', 'terima', 'teman']"
belum di acc dri 2022,0,belum di acc dri,belum acc dri,"['belum', 'acc', 'dri']","['belum', 'terima', 'dari']"
ngajuin paylater semoga di acc,0,ngajuin paylater semoga di acc,ngajuin paylater moga acc,"['ngajuin', 'paylater', 'moga', 'acc']","['ngajuin', 'paylater', 'semoga', 'terima']"
kalo di acc akan saya beri tambahan bintang. untuk modal usaha pembelian matrial proyek,0,kalo di acc akan saya beri tambahan bintang untuk modal usaha pembelian matrial proyek,kalo acc akan saya beri tambah bintang untuk modal usaha beli matrial proyek,"['kalo', 'acc', 'akan', 'saya', 'beri', 'tambah', 'bintang', 'untuk', 'modal', 'usaha', 'beli', 'matrial', 'proyek']","['kalau', 'terima', 'akan', 'aku', 'beri', 'tambah', 'bintang', 'untuk', 'modal', 'usaha', 'beli', 'matrial', 'proyek']"
kalo cair auto bintang 5,0,kalo cair auto bintang,kalo cair auto bintang,"['kalo', 'cair', 'auto', 'bintang']","['kalau', 'cair', 'auto', 'bintang']"
2aja dlu ntar kalo udh di acc baru kasih bintang 5,0,aja dlu ntar kalo udh di acc baru kasih bintang,dlu ntar kalo udh acc baru kasih bintang,"['dlu', 'ntar', 'kalo', 'udh', 'acc', 'baru', 'kasih', 'bintang']","['dulu', 'nanti', 'kalau', 'sudah', 'terima', 'baru', 'kasih', 'bintang']"
"kasih 1 dlu,coba prtma,lgsg gagal,,kacau",0,kasih dlu coba prtma lgsg gagal kacau,kasih dlu coba prtma lgsg gagal kacau,"['kasih', 'dlu', 'coba', 'prtma', 'lgsg', 'gagal', 'kacau']","['kasih', 'dulu', 'coba', 'prtma', 'langsung', 'gagal', 'kacau']"
tolong acc saya sangat butuh banget,0,tolong acc saya sangat butuh banget,tolong acc saya sangat butuh,"['tolong', 'acc', 'saya', 'sangat', 'butuh']","['tolong', 'terima', 'aku', 'sangat', 'butuh']"
"ã°å¸åå¸ 3 dullu. kalo di acc baru ditambah ã°å¸åå¸ nyah, prifikasi nya mudah",0,dullu kalo di acc baru ditambah nyah prifikasi nya mudah,dullu kalo acc baru tambah prifikasi mudah,"['dullu', 'kalo', 'acc', 'baru', 'tambah', 'prifikasi', 'mudah']","['dullu', 'kalau', 'terima', 'baru', 'tambah', 'prifikasi', 'mudah']"
blum ada pengalaman sebab blum pernah mencoba,0,blum ada pengalaman sebab blum pernah mencoba,blum ada alam sebab blum pernah coba,"['blum', 'ada', 'alam', 'sebab', 'blum', 'pernah', 'coba']","['blum', 'ada', 'alam', 'sebab', 'blum', 'pernah', 'coba']"
aku coba dulu kalo ok tambah lagi bintang ya,0,aku coba dulu kalo ok tambah lagi bintang ya,aku coba dulu kalo ok tambah bintang,"['aku', 'coba', 'dulu', 'kalo', 'ok', 'tambah', 'bintang']","['aku', 'coba', 'dulu', 'kalau', 'ok', 'tambah', 'bintang']"
bismillah yaa allah semoga di acc buat berobat,0,bismillah yaa allah semoga di acc buat berobat,bismillah allah moga acc obat,"['bismillah', 'allah', 'moga', 'acc', 'obat']","['bismillah', 'allah', 'semoga', 'terima', 'obat']"
mohon di bantu yah kakak bt modal usaha,0,mohon di bantu yah kakak bt modal usaha,mohon bantu kakak bt modal usaha,"['mohon', 'bantu', 'kakak', 'bt', 'modal', 'usaha']","['mohon', 'bantu', 'kakak', 'bt', 'modal', 'usaha']"
jika acc saya kasih 5bintang,0,jika acc saya kasih bintang,jika acc saya kasih bintang,"['jika', 'acc', 'saya', 'kasih', 'bintang']","['jika', 'terima', 'aku', 'kasih', 'bintang']"
"mudah"" an bisa membantu",0,mudah an bisa membantu,mudah bisa bantu,"['mudah', 'bisa', 'bantu']","['mudah', 'bisa', 'bantu']"
3 bntang dulu klo d acc di tambhin bintangnya smpe bintang 7,0,bntang dulu klo d acc di tambhin bintangnya smpe bintang,bntang dulu klo acc tambhin bintang smpe bintang,"['bntang', 'dulu', 'klo', 'acc', 'tambhin', 'bintang', 'smpe', 'bintang']","['bntang', 'dulu', 'kalau', 'terima', 'tambhin', 'bintang', 'sampai', 'bintang']"
karena belum acc,0,karena belum acc,belum acc,"['belum', 'acc']","['belum', 'terima']"
semoga di permudah ajukan peminjaman saya,0,semoga di permudah ajukan peminjaman saya,moga mudah aju pinjam saya,"['moga', 'mudah', 'aju', 'pinjam', 'saya']","['semoga', 'mudah', 'aju', 'pinjam', 'aku']"
baru donlowd semoga bisa di setujui,0,baru donlowd semoga bisa di setujui,baru donlowd moga bisa tuju,"['baru', 'donlowd', 'moga', 'bisa', 'tuju']","['baru', 'donlowd', 'semoga', 'bisa', 'tuju']"
bintang 3 dulu' kalau dana nya cair saya kasih bintang 5,0,bintang dulu kalau dana nya cair saya kasih bintang,bintang dulu kalau dana cair saya kasih bintang,"['bintang', 'dulu', 'kalau', 'dana', 'cair', 'saya', 'kasih', 'bintang']","['bintang', 'dulu', 'kalau', 'dana', 'cair', 'aku', 'kasih', 'bintang']"
semoga bisa membantu saya untuk modal usaha online ã°å¸â¢âã°å¸â¢â,0,semoga bisa membantu saya untuk modal usaha online,moga bisa bantu saya untuk modal usaha online,"['moga', 'bisa', 'bantu', 'saya', 'untuk', 'modal', 'usaha', 'online']","['semoga', 'bisa', 'bantu', 'aku', 'untuk', 'modal', 'usaha', 'daring']"
baru coba kalau di acc baru di tambah bintang nya,0,baru coba kalau di acc baru di tambah bintang nya,baru coba kalau acc baru tambah bintang,"['baru', 'coba', 'kalau', 'acc', 'baru', 'tambah', 'bintang']","['baru', 'coba', 'kalau', 'terima', 'baru', 'tambah', 'bintang']"
tolong bantu acc min,0,tolong bantu acc min,tolong bantu acc min,"['tolong', 'bantu', 'acc', 'min']","['tolong', 'bantu', 'terima', 'admin']"
semogga bisa di acc ya,0,semogga bisa di acc ya,semogga bisa acc,"['semogga', 'bisa', 'acc']","['semogga', 'bisa', 'terima']"
accbaru bintang 5,0,accbaru bintang,accbaru bintang,"['accbaru', 'bintang']","['accbaru', 'bintang']"
semoga mudah proses dan cair nya,0,semoga mudah proses dan cair nya,moga mudah proses cair,"['moga', 'mudah', 'proses', 'cair']","['semoga', 'mudah', 'proses', 'cair']"
semoga pendaptaran kali inih di acc,0,semoga pendaptaran kali inih di acc,moga pendaptaran kali inih acc,"['moga', 'pendaptaran', 'kali', 'inih', 'acc']","['semoga', 'pendaptaran', 'kali', 'inih', 'terima']"
kalo ga di acc maap rating saya copot,0,kalo ga di acc maap rating saya copot,kalo ga acc maap rating saya copot,"['kalo', 'ga', 'acc', 'maap', 'rating', 'saya', 'copot']","['kalau', 'tidak', 'terima', 'maaf', 'rating', 'aku', 'copot']"
baru mencoba setelah smoga berhasil,0,baru mencoba setelah smoga berhasil,baru coba telah smoga hasil,"['baru', 'coba', 'telah', 'smoga', 'hasil']","['baru', 'coba', 'telah', 'smoga', 'hasil']"
"kepada yth bapak/ibu saya yang bernama kartiwi, memohon untuk dihapus data-data saya dari aplikasi indo dana karena gagal nya pengajuan pinjaman saya. tolong di hapus data data saya.",0,kepada yth bapak ibu saya yang bernama kartiwi memohon untuk dihapus data data saya dari aplikasi indo dana karena gagal nya pengajuan pinjaman saya tolong di hapus data data saya,kepada bapak ibu saya nama kartiwi mohon untuk hapus data data saya aplikasi indo dana gagal aju pinjam saya tolong hapus data data saya,"['kepada', 'bapak', 'ibu', 'saya', 'nama', 'kartiwi', 'mohon', 'untuk', 'hapus', 'data', 'data', 'saya', 'aplikasi', 'indo', 'dana', 'gagal', 'aju', 'pinjam', 'saya', 'tolong', 'hapus', 'data', 'data', 'saya']","['kepada', 'bapak', 'ibu', 'aku', 'nama', 'kartiwi', 'mohon', 'untuk', 'hapus', 'data', 'data', 'aku', 'aplikasi', 'indonesia', 'dana', 'gagal', 'aju', 'pinjam', 'aku', 'tolong', 'hapus', 'data', 'data', 'aku']"
kuningan - jabar,0,kuningan jabar,kuningan jabar,"['kuningan', 'jabar']","['kuningan', 'jabar']"
sya ksih bintang 3 dlu klu acc sya tambah,0,sya ksih bintang dlu klu acc sya tambah,sya ksih bintang dlu klu acc sya tambah,"['sya', 'ksih', 'bintang', 'dlu', 'klu', 'acc', 'sya', 'tambah']","['aku', 'ksih', 'bintang', 'dulu', 'klu', 'terima', 'aku', 'tambah']"
"bintang 34 dulu ,,baru pengajuan",0,bintang dulu baru pengajuan,bintang dulu baru aju,"['bintang', 'dulu', 'baru', 'aju']","['bintang', 'dulu', 'baru', 'aju']"
2 dulu kalo bagus nanti fuuuulllll,0,dulu kalo bagus nanti fuuuulllll,dulu kalo bagus nanti fuuuulllll,"['dulu', 'kalo', 'bagus', 'nanti', 'fuuuulllll']","['dulu', 'kalau', 'bagus', 'nanti', 'fuuuulllll']"
satu dlu,0,satu dlu,satu dlu,"['satu', 'dlu']","['satu', 'dulu']"
lw acc baru bintang 5,0,lw acc baru bintang,lw acc baru bintang,"['lw', 'acc', 'baru', 'bintang']","['lw', 'terima', 'baru', 'bintang']"
kalau sudah di acc ya bagus,0,kalau sudah di acc ya bagus,kalau sudah acc bagus,"['kalau', 'sudah', 'acc', 'bagus']","['kalau', 'sudah', 'terima', 'bagus']"
smoga lolos,0,smoga lolos,smoga lolos,"['smoga', 'lolos']","['smoga', 'lolos']"
coba,0,coba,coba,['coba'],['coba']
pengajuan nya gampang gak ribet dan semoga pengajuan saya d acc,0,pengajuan nya gampang gak ribet dan semoga pengajuan saya d acc,aju gampang gak ribet moga aju saya acc,"['aju', 'gampang', 'gak', 'ribet', 'moga', 'aju', 'saya', 'acc']","['aju', 'gampang', 'tidak', 'ribet', 'semoga', 'aju', 'aku', 'terima']"
di coba dulu..kalo di acc dikasih bintang 5,0,di coba dulu kalo di acc dikasih bintang,coba dulu kalo acc kasih bintang,"['coba', 'dulu', 'kalo', 'acc', 'kasih', 'bintang']","['coba', 'dulu', 'kalau', 'terima', 'kasih', 'bintang']"
saya kasih bintang 3 dulu...karena pengajuan lagi di proses masih menunggu verifikasi...dan juga proses pengajuan nya simpen gak ribet..thanks indodana,0,saya kasih bintang dulu karena pengajuan lagi di proses masih menunggu verifikasi dan juga proses pengajuan nya simpen gak ribet thanks indodana,saya kasih bintang dulu aju di proses masih tunggu verifikasi juga proses aju simpen gak ribet thanks indodana,"['saya', 'kasih', 'bintang', 'dulu', 'aju', 'di', 'proses', 'masih', 'tunggu', 'verifikasi', 'juga', 'proses', 'aju', 'simpen', 'gak', 'ribet', 'thanks', 'indodana']","['aku', 'kasih', 'bintang', 'dulu', 'aju', 'di', 'proses', 'masih', 'tunggu', 'verifikasi', 'juga', 'proses', 'aju', 'simpen', 'tidak', 'ribet', 'terimakasih', 'indodana']"
"yth bapak/ibu saya yang bernama muhamad surna meminta tolong hapus akun & data data pribadi saya di aplikasi ini. di karnakan pinjaman saya sudah selesai , saya tunggu balasan dari bapak/ibu . terimakasih",0,yth bapak ibu saya yang bernama muhamad surna meminta tolong hapus akun data data pribadi saya di aplikasi ini di karnakan pinjaman saya sudah selesai saya tunggu balasan dari bapak ibu terimakasih,bapak ibu saya nama muhamad surna minta tolong hapus akun data data pribadi saya aplikasi di karnakan pinjam saya sudah selesai saya tunggu balas bapak ibu terimakasih,"['bapak', 'ibu', 'saya', 'nama', 'muhamad', 'surna', 'minta', 'tolong', 'hapus', 'akun', 'data', 'data', 'pribadi', 'saya', 'aplikasi', 'di', 'karnakan', 'pinjam', 'saya', 'sudah', 'selesai', 'saya', 'tunggu', 'balas', 'bapak', 'ibu', 'terimakasih']","['bapak', 'ibu', 'aku', 'nama', 'muhamad', 'surna', 'minta', 'tolong', 'hapus', 'akun', 'data', 'data', 'pribadi', 'aku', 'aplikasi', 'di', 'karnakan', 'pinjam', 'aku', 'sudah', 'selesai', 'aku', 'tunggu', 'balas', 'bapak', 'ibu', 'terimakasih']"
